Column1	title	year	rating	metascore	gross	hyperlink	country	Column2	budget	awards	award wins	award nominations	duration	rating-metascore	revenue	genre1	genre2	genre3
360	Deadpool 2	2018	78	66	324570000	https://www.imdb.com/title/tt5463162/?ref_=adv_li_i	USA		110000000	2 wins & 31 nominations.	2	31	1h 59min	12.00	214570000.00	Action	 Adventure	 Comedy
290	Isle of Dogs	2018	79	82	32020000	https://www.imdb.com/title/tt5104604/?ref_=adv_li_i	Germany		Unknown	Nominated for 2 Oscars.	0	2	1h 41min	3.00		Animation	 Adventure	 Comedy
65	Green Book	2018	83	69	57930000	https://www.imdb.com/title/tt6966692/?ref_=adv_li_i	USA		23000000	Nominated for 5 Oscars.	0	5	2h 10min	14.00	34930000.00	Biography	 Comedy	 Drama
291	The Favourite	2018	79	90	29400000	https://www.imdb.com/title/tt5083738/?ref_=adv_li_i	Ireland		15000000	Nominated for 10 Oscars.	0	10	1h 59min	11.00	14400000.00	Biography	 Comedy	 Drama
29	Avengers: Infinity War	2018	85	68	678820000	https://www.imdb.com/title/tt4154756/?ref_=adv_li_i	USA		321000000	Nominated for 1 Oscar.	0	1	2h 29min	17.00	357820000.00	Action	 Adventure	 Fantasy
568	A Quiet Place	2018	76	82	188020000	https://www.imdb.com/title/tt6644200/?ref_=adv_li_i	USA		17000000	Nominated for 1 Oscar.	0	1	1h 30min	6.00	171020000.00	Drama	 Horror	 Mystery
473	"Love, Simon"	2018	77	72	40830000	https://www.imdb.com/title/tt5164432/?ref_=adv_li_i	USA		17000000	5 wins & 19 nominations.	5	19	1h 50min	5.00	23830000.00	Comedy	 Drama	 Romance
303	A Star Is Born	2018	79	88	208190000	https://www.imdb.com/title/tt1517451/?ref_=adv_li_i	USA		36000000	Nominated for 8 Oscars.	0	8	2h 16min	9.00	172190000.00	Drama	 Music	 Romance
362	Mission: Impossible - Fallout	2018	78	86	220160000	https://www.imdb.com/title/tt4912910/?ref_=adv_li_i	USA		178000000	Nominated for 1 BAFTA Film Award.	0	1	2h 27min	8.00	42160000.00	Action	 Adventure	 Thriller
471	Searching	2018	77	71	26020000	https://www.imdb.com/title/tt7668870/?ref_=adv_li_i	Russia		Unknown	4 wins & 5 nominations.	4	5	1h 42min	6.00		Drama	 Mystery	 Thriller
569	Upgrade	2018	76	67	11870000	https://www.imdb.com/title/tt6499752/?ref_=adv_li_i	Australia		5000000	3 wins & 15 nominations.	3	15	1h 40min	9.00	6870000.00	Action	 Sci-Fi	 Thriller
570	Creed II	2018	76	66	115570000	https://www.imdb.com/title/tt6343314/?ref_=adv_li_i	USA		50000000	1 win & 4 nominations.	1	4	2h 10min	10.00	65570000.00	Drama	 Sport	
